features,layers,momentum,mean_score,std_score
9,10,0.3,0.709494094,0.011840679
9,10,0.1,0.710541701,0.007427545
9,10,0.5,0.711227777,0.005718608
9,10,0.9,0.71502804,0.001234936
10,2,0,0.644503043,0.124980036
10,2,0.3,0.714338384,0.002740264
10,2,0.1,0.707415583,0.012143816
10,2,0.5,0.697065983,0.029626477
10,2,0.9,0.71502804,0.001234936
10,3,0,0.664314521,0.108667216
10,3,0.3,0.711922205,0.005315307
10,3,0.1,0.684314521,0.031934227
10,3,0.5,0.709497673,0.007989768
10,3,0.9,0.714338384,0.002740264
10,5,0,0.706390646,0.010328558
10,5,0.3,0.709152846,0.006720524
10,5,0.1,0.712259874,0.007978267
10,5,0.5,0.714337191,0.001852353
10,5,0.9,0.713648729,0.004696196
10,8,0,0.712951915,0.002014956
10,8,0.3,0.705362129,0.019691166
10,8,0.1,0.709837728,0.010323475
10,8,0.5,0.709843694,0.007427129
10,8,0.9,0.71502804,0.001234936
10,10,0,0.710886529,0.006647986
10,10,0.3,0.712609474,0.004462544
10,10,0.1,0.710189715,0.007480572
10,10,0.5,0.710186135,0.009819703
10,10,0.9,0.714337191,0.001852353
