features,layers,momentum,mean_score,std_score
5,3,0.5,0.701573798,0.017881129
5,3,0.9,0.71502804,0.001234936
5,5,0,0.690530963,0.030987441
5,5,0.3,0.69432168,0.027465055
5,5,0.1,0.696713996,0.021837798
5,5,0.5,0.691169312,0.032366565
5,5,0.9,0.713647536,0.003635731
5,8,0,0.670100227,0.036449495
5,8,0.3,0.699841308,0.020868094
5,8,0.1,0.677730581,0.026585631
5,8,0.5,0.710888915,0.009514027
5,8,0.9,0.714682019,0.001322125
5,10,0,0.682530724,0.045732826
5,10,0.3,0.706401384,0.013902388
5,10,0.1,0.700862666,0.012392021
5,10,0.5,0.710876984,0.00770388
5,10,0.9,0.71502804,0.001234936
6,2,0,0.679426083,0.042766218
6,2,0.3,0.671789763,0.079571675
6,2,0.1,0.646277294,0.063694451
6,2,0.5,0.657725808,0.065258711
6,2,0.9,0.715716502,0.005562676
6,3,0,0.637987114,0.058040261
6,3,0.3,0.692576065,0.022169752
6,3,0.1,0.652500895,0.063472767
6,3,0.5,0.691560673,0.023604506
6,3,0.9,0.718813984,0.012993589
6,5,0,0.650799427,0.054375959
6,5,0.3,0.673599809,0.06612903
6,5,0.1,0.669801933,0.036064891
6,5,0.5,0.694991051,0.019182928
6,5,0.9,0.715364515,0.009233169
6,8,0,0.687743706,0.034889855
6,8,0.3,0.705715308,0.017580766
6,8,0.1,0.702922086,0.023764328
6,8,0.5,0.706727121,0.016249872
6,8,0.9,0.713305095,0.009304551
6,10,0,0.692204987,0.027228246
6,10,0.3,0.704660542,0.013283383
6,10,0.1,0.714687985,0.017038077
6,10,0.5,0.700177783,0.021650173
6,10,0.9,0.714682019,0.00481156
7,2,0,0.657327288,0.07176845
7,2,0.3,0.638701826,0.081205085
7,2,0.1,0.626255817,0.07877784
7,2,0.5,0.674222646,0.078370222
7,2,0.9,0.711234936,0.008728658
7,3,0,0.655632979,0.056682633
7,3,0.3,0.624572247,0.109824907
7,3,0.1,0.611621525,0.095830704
7,3,0.5,0.653245436,0.053471149
7,3,0.9,0.712604701,0.005666341
7,5,0,0.659072903,0.05990799
7,5,0.3,0.656625701,0.052352004
7,5,0.1,0.663547309,0.049947177
7,5,0.5,0.699809092,0.029753199
7,5,0.9,0.71437406,0.003921842
7,8,0,0.679099153,0.028622254
7,8,0.3,0.696352464,0.024919803
7,8,0.1,0.66912421,0.034407105
7,8,0.5,0.706397805,0.013890972
7,8,0.9,0.713640377,0.009305417
7,10,0,0.692567713,0.014446713
7,10,0.3,0.695691445,0.02840949
7,10,0.1,0.696378714,0.013371487
7,10,0.5,0.698454838,0.01065393
7,10,0.9,0.711574991,0.005846513
8,2,0,0.632448395,0.090517754
8,2,0.3,0.667673309,0.058492211
8,2,0.1,0.639010858,0.085325692
8,2,0.5,0.685996898,0.034956877
8,2,0.9,0.711223004,0.008454016
8,3,0,0.64389691,0.075172623
8,3,0.3,0.664888438,0.06282771
8,3,0.1,0.636321441,0.085072068
8,3,0.5,0.691910273,0.026552009
8,3,0.9,0.714680826,0.005125856
8,5,0,0.666640019,0.048137292
8,5,0.3,0.668734041,0.036655262
8,5,0.1,0.673254982,0.045649473
8,5,0.5,0.701552321,0.012214963
8,5,0.9,0.710528577,0.014624841
8,8,0,0.664606849,0.039129838
8,8,0.3,0.683268106,0.030489201
8,8,0.1,0.682219306,0.031850276
8,8,0.5,0.697752058,0.020227346
8,8,0.9,0.711569025,0.008007012
8,10,0,0.679805512,0.025208619
8,10,0.3,0.703646343,0.021149678
8,10,0.1,0.686359623,0.016876531
8,10,0.5,0.700156306,0.026561016
8,10,0.9,0.712603508,0.005072451
9,2,0,0.63625701,0.066793039
9,2,0.3,0.683232311,0.022312535
9,2,0.1,0.673564014,0.051244025
9,2,0.5,0.677372629,0.035332291
9,2,0.9,0.711221811,0.007118449
9,3,0,0.646653144,0.059713754
9,3,0.3,0.670837609,0.041259848
9,3,0.1,0.679123016,0.028914081
9,3,0.5,0.671847035,0.02106709
9,3,0.9,0.715370481,0.003205095
9,5,0,0.677031381,0.057855263
9,5,0.3,0.685969455,0.040446323
9,5,0.1,0.660109772,0.06342653
9,5,0.5,0.698784155,0.02590503
9,5,0.9,0.703284811,0.016694928
9,8,0,0.673914807,0.036174513
9,8,0.3,0.676002864,0.039847416
9,8,0.1,0.670090681,0.028107105
9,8,0.5,0.699131369,0.015516591
9,8,0.9,0.713993557,0.011424522
9,10,0,0.686382293,0.03093492
9,10,0.3,0.683574752,0.029283484
9,10,0.1,0.676679394,0.027541861
9,10,0.5,0.70708388,0.008607256
9,10,0.9,0.71261186,0.005925678
10,2,0,0.672193056,0.036576163
10,2,0.3,0.646622121,0.074633455
10,2,0.1,0.663505548,0.06447675
10,2,0.5,0.673881398,0.0627739
10,2,0.9,0.70708388,0.013712653
10,3,0,0.651767092,0.062347417
10,3,0.3,0.682568906,0.033313787
10,3,0.1,0.624504236,0.084096385
10,3,0.5,0.676679394,0.027507571
10,3,0.9,0.712951915,0.006129279
10,5,0,0.675308436,0.031628562
10,5,0.3,0.666010023,0.034691754
10,5,0.1,0.684283498,0.02403867
10,5,0.5,0.689125403,0.028890599
10,5,0.9,0.706731894,0.007776126
10,8,0,0.677348765,0.046148192
10,8,0.3,0.678780575,0.024329142
10,8,0.1,0.663954182,0.047619877
10,8,0.5,0.694289464,0.026963926
10,8,0.9,0.70293879,0.012766245
10,10,0,0.679788808,0.020217796
10,10,0.3,0.677046892,0.028717802
10,10,0.1,0.693956568,0.013187723
10,10,0.5,0.698106431,0.019213517
10,10,0.9,0.712960267,0.008835132
