features,layers,momentum,mean_score,std_score,time
4,8,0.1,0.7060517837966829,0.010080361629543037,1635
4,8,0.5,0.7119233981625104,0.00764822975447699,1422
4,8,0.9,0.7139935568547905,0.003702904113607343,685
4,10,0.0,0.7119245913375492,0.006034871751815603,2384
4,10,0.3,0.712614246509963,0.006756898307680958,1385
4,10,0.1,0.7129554945710534,0.0026027838358664295,2631
4,10,0.5,0.7139935568547905,0.002564592564524368,1648
4,10,0.9,0.712269418923756,0.006775900274737072,672
5,2,0.0,0.6991528457224674,0.037032205213724675,2173
5,2,0.3,0.7115785705763035,0.009692674568802746,1756
5,2,0.1,0.7070958119556138,0.021982931437721436,2594
5,2,0.5,0.7067521775444456,0.016853318829906365,2073
5,2,0.9,0.7146832120272043,0.0018565834276243471,864
5,3,0.0,0.6670755279799546,0.10820748837851332,2111
5,3,0.3,0.6984548383247822,0.022501297316424255,2767
5,3,0.1,0.696702064192817,0.029181160295651855,5342
5,3,0.5,0.7122658393986396,0.004668017334954623,1567
5,3,0.9,0.7146820188521655,0.001322124628382947,1433
5,5,0.0,0.7060493974466053,0.0167169367144597,2815
5,5,0.3,0.703630831643002,0.019570328116600734,2071
5,5,0.1,0.7084679632502088,0.012801779616321481,3082
5,5,0.5,0.7129543013960148,0.004128499604954939,2354
5,5,0.9,0.7122694189237561,0.006949168714124548,1607
5,8,0.0,0.7081231356640019,0.013253333524320834,3243
5,8,0.3,0.7115737978761484,0.005708835719192011,1375
5,8,0.1,0.7108781768285407,0.0050335331738867554,2681
5,8,0.5,0.7112349361651353,0.009756943584396004,1487
5,8,0.9,0.7139935568547905,0.003702904113607343,680
5,10,0.0,0.7112289702899415,0.006442903144993072,2019
5,10,0.3,0.7119186254623553,0.004298688426019178,2321
5,10,0.1,0.7056938312850495,0.017162345231623955,1728
5,10,0.5,0.7119210118124328,0.005382805108728538,1776
5,10,0.9,0.7143383844409974,0.0022651544289696442,695
6,2,0.0,0.581430616871495,0.19428218795795274,2539
6,2,0.3,0.710193294356282,0.010974601986706222,2993
6,2,0.1,0.708816370361532,0.013445050271552633,3544
6,2,0.5,0.7146832120272043,0.0018565834276243471,2854
6,2,0.9,0.7105452809927215,0.013908739427956457,804
6,3,0.0,0.660521417491946,0.1089186320429753,2780
6,3,0.3,0.7070898460804199,0.012966646364651013,1796
6,3,0.1,0.7084667700751701,0.009907593004489299,3004
6,3,0.5,0.7067509843694069,0.017832228131384863,2141
6,3,0.9,0.7136475360935448,0.0036357310203479903,894
6,5,0.0,0.7105369287674501,0.006959327689320683,2287
6,5,0.3,0.7081159766137692,0.00608501676039613,2437
6,5,0.1,0.7115761842262259,0.0061859625664311794,2026
6,5,0.5,0.7088127908364157,0.009113113205356653,1384
6,5,0.9,0.7136487292685836,0.003541436981918358,774
6,8,0.0,0.68878892733564,0.035701598920745516,2381
6,8,0.3,0.7126142465099629,0.007741085353195296,1646
6,8,0.1,0.7146832120272043,0.0018565834276243471,1847
6,8,0.5,0.7070958119556138,0.02093000167692389,1887
6,8,0.9,0.7146820188521655,0.001322124628382947,945
6,10,0.0,0.7098484667700752,0.007066258604277317,1788
6,10,0.3,0.7112325498150578,0.007490787103550848,2479
6,10,0.1,0.7122682257487173,0.004775466922657994,1652
6,10,0.5,0.7108901085789284,0.00972130903676312,1485
6,10,0.9,0.7150280396134112,0.0012349361651354251,951
7,2,0.0,0.581608399952273,0.17504378458853284,2975
7,2,0.3,0.7122646462236009,0.005662046041196435,3199
7,2,0.1,0.7074358668416656,0.014933960868316066,2002
7,2,0.5,0.7088211430616871,0.012517541327753757,2252
7,2,0.9,0.7119198186373941,0.0054418985597987635,821
7,3,0.0,0.6614234578212624,0.12710647988330548,1246
7,3,0.3,0.7119162391122777,0.0035622502057323533,2770
7,3,0.1,0.7057069562104761,0.012134088050153875,3540
7,3,0.5,0.7112337429900966,0.006777049884813677,2050
7,3,0.9,0.7139935568547905,0.0029925334260788423,882
7,5,0.0,0.7063846796325021,0.018061460247766056,2706
7,5,0.3,0.7012301634649802,0.020110394840112074,2050
7,5,0.1,0.7112289702899415,0.006266160557484792,2404
7,5,0.5,0.7146832120272043,0.0018565834276243471,989
7,5,0.9,0.7129578809211311,0.004159131616768695,1038
7,8,0.0,0.7077866603030664,0.016652855700854802,2379
7,8,0.3,0.7115797637513422,0.008753814278816859,2430
7,8,0.1,0.7136475360935448,0.0029090028332660026,2076
7,8,0.5,0.7146832120272043,0.001856583427624347,1055
7,8,0.9,0.7143383844409974,0.0022651544289696442,699
7,10,0.0,0.7081291015391958,0.012657468339341468,3237
7,10,0.3,0.7122682257487173,0.004775466922657994,2485
7,10,0.1,0.7122670325736785,0.004847168264070866,2322
7,10,0.5,0.7126106669848467,0.003105655850811626,1500
7,10,0.9,0.7146832120272043,0.0018565834276243471,1113
8,2,0.0,0.7108781768285406,0.010096900770478362,1535
8,2,0.3,0.7088175635365708,0.015858144662840933,6801
8,2,0.1,0.7074203555661615,0.018401711969223113,2932
8,2,0.5,0.7143359980909199,0.002031281945922031,2809
8,2,0.9,0.7143359980909199,0.002031281945922031,1001
8,3,0.0,0.69947261663286,0.02528714852561759,2725
8,3,0.3,0.7026082806347691,0.02034905525237647,1849
8,3,0.1,0.7095096050590621,0.011641037856010127,3909
8,3,0.5,0.7053478105238038,0.021016175978537693,2237
8,3,0.9,0.7146820188521655,0.001322124628382947,898
8,5,0.0,0.6853012766972915,0.03420995492406996,2370
8,5,0.3,0.7101921011812433,0.006883941257369713,2248
8,5,0.1,0.7039541820785109,0.020892843951935892,2364
8,5,0.5,0.710887722228851,0.006032509981569191,2599
8,5,0.9,0.7136487292685836,0.0046961964432550105,856
8,8,0.0,0.7143348049158811,0.0021919193788225645,3325
8,8,0.3,0.7122658393986397,0.004127244028533552,2100
8,8,0.1,0.7060589428469155,0.013176240975239803,2587
8,8,0.5,0.7126130533349241,0.0066296190670027694,1847
8,8,0.9,0.7150280396134112,0.0012349361651354251,653
8,10,0.0,0.7112313566400191,0.007536536060830216,1966
8,10,0.3,0.7115761842262259,0.004895348102844623,2187
8,10,0.1,0.7143359980909199,0.001315864354547245,2298
8,10,0.5,0.7143383844409974,0.0027402638324194807,1048
8,10,0.9,0.7139935568547905,0.0029925334260788427,829
9,2,0.0,0.6414890824483952,0.12935899679924473,2888
9,2,0.3,0.7005321560672951,0.025604853666829644,3160
9,2,0.1,0.7025903830091874,0.01900908448528245,2558
9,2,0.5,0.7084631905500537,0.012176885352460561,1816
9,2,0.9,0.7143371912659586,0.0018523534265876722,965
9,3,0.0,0.7039899773296743,0.020327108838040144,3225
9,3,0.3,0.7070886529053811,0.016538781187697835,1605
9,3,0.1,0.7029543013960147,0.02592236147925346,2729
9,3,0.5,0.7105333492423338,0.006598233798828723,919
9,3,0.9,0.7105297697172174,0.013134869756198132,876
9,5,0.0,0.7095000596587518,0.006391578860638101,1690
9,5,0.3,0.6967056437179334,0.02808605062385971,1831
9,5,0.1,0.7050065624627132,0.016040402115142058,3362
9,5,0.5,0.7067259276935925,0.021144453488102847,1447
9,5,0.9,0.7150280396134112,0.0012349361651354251,809
9,8,0.0,0.7095084118840234,0.009269674590393084,2616
9,8,0.3,0.7122706120987947,0.010234346062775007,2023
9,8,0.1,0.7108865290538121,0.009946957508345865,1379
9,8,0.5,0.7132991289822216,0.002595495536259181,2258
9,8,0.9,0.7122694189237561,0.006033269378739883,631
9,10,0.0,0.7105440878176829,0.00854128840651368,1832
9,10,0.3,0.7119233981625105,0.006091700327467976,2118
9,10,0.1,0.7039852046295191,0.01931662242636443,2483
9,10,0.5,0.7129578809211311,0.003541487432878164,1779
9,10,0.9,0.7146832120272043,0.0018565834276243471,951
10,2,0.0,0.6115606729507219,0.16227819095519722,4594
10,2,0.3,0.7084643837250925,0.012523752093937336,3787
10,2,0.1,0.6894535258322395,0.024529611226816586,2835
10,2,0.5,0.7129566877460923,0.003635553436087563,2663
10,2,0.9,0.7095107982341008,0.01700327971575814,665
10,3,0.0,0.7036427633933897,0.028477583939379505,2540
10,3,0.3,0.6984572246748598,0.020539207853487198,1535
10,3,0.1,0.7005417014676053,0.02198896591159087,2080
10,3,0.5,0.7091600047727,0.009408361923360179,2362
10,3,0.9,0.7146832120272043,0.0018565834276243471,2219
10,5,0.0,0.7063930318577735,0.012098833488949348,2383
10,5,0.3,0.7029590740961698,0.027040921981509695,2081
10,5,0.1,0.703291969931989,0.017246320122380615,1599
10,5,0.5,0.7126070874597302,0.0059732711583201665,1835
10,5,0.9,0.7146832120272043,0.0018565834276243471,668
10,8,0.0,0.7084536451497434,0.018263797647819775,1662
10,8,0.3,0.7098484667700753,0.007069757339735839,1898
10,8,0.1,0.7053561627490753,0.010642596242295955,1361
10,8,0.5,0.7060553633217992,0.015489155935464667,1859
10,8,0.9,0.7122694189237561,0.006949168714124548,992
10,10,0.0,0.7108889154038897,0.006900116290706108,1933
10,10,0.3,0.7112289702899416,0.00644801870159066,2135
10,10,0.1,0.7053633217993079,0.014611029553475126,1038
10,10,0.5,0.7146820188521655,0.001322124628382947,1728
10,10,0.9,0.713991170504713,0.001782151417760777,855
